ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	BORROWING	NOTE
13611	Tupinambá	AFTER	ɾiɾé / ɾojɾé / ɾe	ɾojɾé	ɾ oi ɾ e	- ɾ oi ɾ e - -	8	65	AFTER		
13612	Tupinambá	AFTER	ɾiɾé / ɾojɾé / ɾe	ɾe	ɾ e	- ɾ e - - - -	8	65	AFTER		
14017	Nheengatu	AFTER	rie / arirewã	rie	ɾ ie	- ɾ ie - - - -	8	65	AFTER		
14018	Nheengatu	AFTER	rie / arirewã	arirewã	a ɾ i ɾ e w ã	a ɾ i ɾ e w ã	8	65	AFTER		
14633	Yuki	AFTER	dérekja	dérekja	d é r e k ia	d é r e k ia	19	75	AFTER		
14877	Guarayo Hoeller	AFTER	re	re	r e	- r e - - - -	8	65	AFTER		
15183	Siriono	AFTER	akere / ande	akere	a k e r e	a k e r e - -	8	65	AFTER		
15184	Siriono	AFTER	akere / ande	ande	a n/d e	- a n/d e - -	11	71	AFTER		
15512	Warazu	AFTER	íre	íre	í r e	í r e - - - -	8	65	AFTER		
15755	Chiriguano	AFTER	hãema / hawoj / hokogwi	hãema	h ãe + m a	h ãe - - + m a -	10	66 67	AFTER ?		
15756	Chiriguano	AFTER	hãema / hawoj / hokogwi	hawoj	h a + w o j	h a - - + w o j	10	66 74	AFTER ?		
15757	Chiriguano	AFTER	hãema / hawoj / hokogwi	hokogwi	h o k o + gʷ i	h o k o + gʷ i -	10	66 69	AFTER ?		
16133	Mbya	AFTER	rire	rire	r i r e	- r i r e - -	8	65	AFTER		
16492	Guaraní	AFTER	riré	riré	ɾ i ɾ é	- ɾ i ɾ é - -	8	65	AFTER		
16825	Old Guaraní	AFTER	riré	riré	ɾ i ɾ e	- ɾ i ɾ e - -	8	65	AFTER		
17399	Xeta	AFTER	ajre	ajre	ai r e	ai r e - - - -	8	65	AFTER		
17631	Kaiowa	AFTER	riré	riré	r i r e	- r i r e - -	8	65	AFTER		
17847	Tapiete	AFTER	hama / ma	hama	h a + m a	h a - - + m a -	10	66 67	? AFTER		
17848	Tapiete	AFTER	hama / ma	ma	m a	m a - - - - - -	10	67	AFTER		
18362	Omagua	AFTER	isakapɨrɨ / rasakapɨrɨ	isakapɨrɨ	i s a k a p ɨ r ɨ	- i s a k a p ɨ r ɨ	15	73	AFTER		Woman's speech
18363	Omagua	AFTER	isakapɨrɨ / rasakapɨrɨ	rasakapɨrɨ	r a s a k a p ɨ r ɨ	r a s a k a p ɨ r ɨ	15	73	AFTER		Man's speech
18642	Kokama	AFTER	jantsui / jaepetsui / riantsui / raepetsui	jantsui	j a n ts ui	j a n - ts ui	9	68	AFTER		Woman's speech
18643	Kokama	AFTER	jantsui / jaepetsui / riantsui / raepetsui	jaepetsui	j ae p e ts ui	j ae p e ts ui	9	68	AFTER		Woman's speech
18644	Kokama	AFTER	jantsui / jaepetsui / riantsui / raepetsui	riantsui	r ia n ts ui	r ia n - ts ui	9	68	AFTER		Man's speech
18645	Kokama	AFTER	jantsui / jaepetsui / riantsui / raepetsui	raepetsui	r ae p e ts ui	r ae p e ts ui	9	68	AFTER		Man's speech
19481	Ache	AFTER	gobu	gobu	g o + b u	g o + b u	2013	280 281	AFTER CONDITIONAL		
19585	Guajá	AFTER	nẽ	nẽ	n ẽ	n - ẽ - - - -	8	65	AFTER		
20680	Awetí	AFTER	tiwo / antiwari	tiwo	t i w o	- - t i w o - -	4184	2553	AFTER		
20707	Cinta-Larga	AFTER	jappi	jappi	j a p p i	j a p p i - -	12	70	AFTER		
20762	Awetí	AFTER	tiwo / antiwari	antiwari	a n t i + w a ɾ i	a n t i + w a ɾ i	2855	599 3294	AFTER MODALITY		
21751	Ka'apor	AFTER	ajameʔẽ ke / aja	aja	a j a	a j a - - - - -	55	2328	AFTER		
22721	Warazu	AFTER	kúire	kúire	k ú + i r e	k ú + - - - - i r e - -	20	16785 65	THIS AFTER		
24043	LGA XVIII	AFTER	reirẽ	reirẽ	r ei r ẽ	- r ei r ẽ - -	8	65	AFTER		
24193	Surui-Paiter	AFTER	èpité	èpité	è p i + t é	è p i + t é	4276	70 633	AFTER ?		
29102	Kawahiva	AFTER	ainẽhẽ / aramẽhẽ	ainẽhẽ	ai n ẽ h e	ai n ẽ h e	0		AFTER		
29103	Kawahiva	AFTER	ainẽhẽ / aramẽhẽ	aramẽhẽ	a ɾ a m ẽ h ẽ	a ɾ a m ẽ h ẽ	55	2328	AFTER		
25742	Guajajara	AFTERNOON	karuk	karuk	k a r u k	k a r u k	5365	3951	AFTERNOON		
25743	Tembe	AFTERNOON	karuk	karuk	k a r u k	k a r u k	5365	3951	AFTERNOON		
25891	Tupinambá	AFTERNOON	kaɾuk	kaɾuk	k a ɾ u k	k a ɾ u k -	5365	3951	AFTERNOON		
25898	Mundurukú	AFTERNOON	ka̰t	ka̰t	k a̰ t	k a̰ t	5365	3951	AFTERNOON		
25936	Ache	AFTERNOON	kreɨwɨtʃorabu	kreɨwɨtʃorabu	k r eɨ + w ɨ tʃ o + r a b u	k r eɨ + w ɨ tʃ o + r a b u	5639	15890 410 795	SUN ? ?		
25937	Chiriguano	AFTERNOON	karu	karu	k a r u	k a r u	5365	3951	AFTERNOON		
25938	Guaraní	AFTERNOON	kaʔaru	kaʔaru	k a ʔ a ɾ u	k a ʔ a ɾ u	5365	3951	AFTERNOON		
25939	Siriono	AFTERNOON	si̯maɲi	si̯maɲi	s i̯ m a ɲ i	s i̯ m a ɲ i	5444	4024	AFTERNOON		
26508	Amondawa	AFTERNOON	karoete	karoete	k a ɾ o e t e	k a ɾ o e t e	5365	3951	AFTERNOON		
26518	Mekens	AFTERNOON	ebaɾepɨka	ebaɾepɨka	e b a r e + p ɨ k a	e b a r e + p ɨ k a	5641	4198 626	? SIT		
26815	Gavião	AFTERNOON	gɨ́lɨ́	gɨ́lɨ́	g ɨ́ l ɨ́	g ɨ́ l ɨ́	5640	4197	AFTERNOON		
27089	Teko	AFTERNOON	munuʔaŋ	munuʔaŋ	m u n u ʔ a ŋ	m u n u ʔ a ŋ	6051	4689	AFTERNOON		
27504	Omagua	AFTERNOON	karuka	karuka	k a r u k a	k a r u k a	5365	3951	AFTERNOON		
27782	Kayabi	AFTERNOON	kaarup / kaaruamũ	kaarup	k aː r u p	k aː r u p	5365	3951	AFTERNOON		
27783	Kayabi	AFTERNOON	kaarup / kaaruamũ	kaaruamũ	k aː r ua m ũ	k aː r ua m ũ	5365	3951	AFTERNOON		
28250	Akuntsu	AFTERNOON	kepɨ	kepɨ	k e p ɨ	k e p ɨ	6324	4997	AFTERNOON		Evening
3	Karo	AGOUTI	wakãja	wakãja	w a k + ã j a	w a k + ã j a -	821	86 150	AGOUTI TOOTH		
368	Purubora	AGOUTI	βakĩĩ / wakɨ̃ɲã	βakĩĩ	β a k + ĩː	β a k + ĩː - - -	821	86 150	AGOUTI TOOTH		
625	Ntogapid-Itogapuk	AGOUTI	mãkaiã	mãkaiã	m ã k + ai ã	m ã k + ai ã - -	821	86 150	AGOUTI TOOTH		
711	Ramarama	AGOUTI	mãkaiã	mãkaiã	m ã k + ai ã	m ã k + ai ã - -	821	86 150	AGOUTI TOOTH		
810	Makurap	AGOUTI	mãkɨ̃ja	mãkɨ̃ja	!m/p ã k + ɨ̃ j !a/e	!m/p ã k + ɨ̃ j !a/e -	821	86 150	AGOUTI TOOTH		
1161	Wayoro	AGOUTI	ŋgʷakĩjã	ŋgʷakĩjã	ngʷ/p a k + ↓ĩ/ɨ̃ j ↓ã/e	ngʷ/p a k + ↓ĩ/ɨ̃ j ↓ã/e -	821	86 150	AGOUTI TOOTH		
1481	Tupari	AGOUTI	takama	takama	!t/p a k + !a/ɨ̃ !m/j !a/e	!t/p a k + !a/ɨ̃ !m/j !a/e -	821	86 150	AGOUTI TOOTH		
1871	Akuntsu	AGOUTI	pakãja	pakãja	p a k + !ã/ɨ̃ j !a/e	p a k + !ã/ɨ̃ j !a/e -	821	86 150	AGOUTI TOOTH		
2252	Mekens	AGOUTI	mãkɨ̃jã	mãkɨ̃jã	!m/p ã k + ɨ̃ j !ã/e	!m/p ã k + ɨ̃ j !ã/e -	821	86 150	AGOUTI TOOTH		pakɨ̃ɲã
2710	Gavião	AGOUTI	βaakĩĩ	βaakĩĩ	β aː k + ĩː	β aː k + ĩː - - -	821	86 150	AGOUTI TOOTH		
3392	Arua	AGOUTI	βakĩĩ	βakĩĩ	β a k + ĩː	β a k + ĩː - - -	821	86 150	AGOUTI TOOTH		
3608	Matanau	AGOUTI	wakɨ̃	wakɨ̃	w a k + ɨ̃	w a k + ɨ̃ - - -	821	86 150	AGOUTI TOOTH		
3717	Zoro	AGOUTI	βakĩĩ	βakĩĩ	β a k + ĩː	β a k + ĩː - - -	821	86 150	AGOUTI TOOTH		
3893	Surui-Paiter	AGOUTI	wakĩĩ	wakĩĩ	w a k + ĩː	w a k + ĩː - - -	821	86 150	AGOUTI TOOTH		
4229	Karitiana	AGOUTI	mɨ̃no	mɨ̃no	m ɨ̃ n o	m ɨ̃ n o	911	90	AGOUTI		
4497	Arikem	AGOUTI	mundá	mundá	m u n/d a	m u n/d a	911	90	AGOUTI		
4690	Xipaya	AGOUTI	kuzi	kuzi	k u z i	- - k u - z i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
5022	Juruna	AGOUTI	akulʒi	akulʒi	a k u l ʒ i	a - k u l ʒ i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
5354	Mundurukú	AGOUTI	mədí	mədí	m ə d í	m ə d í	900	89	AGOUTI		
5739	Kuruaya	AGOUTI	máli	máli	m á l i	m á l i	900	89	AGOUTI		
6038	Mawe	AGOUTI	akuri	akuri	a k u ɾ i	a - k u - ɾ i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
6410	Awetí	AGOUTI	akuʐuʔjɨt	akuʐuʔjɨt	a k u ʑ u ʔ j ɨ t	a - k u - ʑ u - ʔ j ɨ t	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
6707	Parakana	AGOUTI	akoʃi	akoʃi	a k o ʃ i	a - k o - ʃ i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
7296	Surui-Aikewara	AGOUTI	akuti	akuti	a k u t i	a - k u - t i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
7630	Tapirapé	AGOUTI	ãkoʃi	ãkoʃi	ã k o ʃ i	ã - k o - ʃ i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
7901	Tembe	AGOUTI	akuti	akuti	a k u t i	a - k u - t i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
8233	Guajajara	AGOUTI	akuʃi	akuʃi	a k u ʃ i	a - k u - ʃ i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
8569	Apiaka	AGOUTI	akuʃi	akuʃi	a k u ʃ i	a - k u - ʃ i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
8818	Parintintin	AGOUTI	akutia	akutia	a k u t ia	a - k u - t ia - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
9184	Amondawa	AGOUTI	akotʃi / akutia	akotʃi	a k o tʃ i	a - k o - tʃ i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
9485	Tenharim	AGOUTI	akotihu	akotihu	a k o t i + h u	a - k o - t i + h - u -	21	143 1650	AGOUTI BIG	YES	Carib loan in Proto-Mawé-Awetí-TG
9811	Jiahoi	AGOUTI	akotihu	akotihu	a k o t i + h u	a - k o - t i + h - u -	21	143 1650	AGOUTI BIG	YES	Carib loan in Proto-Mawé-Awetí-TG
9950	Urueuwauwau	AGOUTI	akutia	akutia	a k u t ia	a - k u - t ia - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
10300	Kayabi	AGOUTI	akutia	akutia	a k u t ia	a - k u - t ia - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
10533	Araweté	AGOUTI	akuti	akuti	a k u t i	a - k u - t i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
10901	Guajá	AGOUTI	akʷiʃi	akʷiʃi	a kʷ i ʃ i	a - kʷ i - ʃ i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
11247	Teko	AGOUTI	akusi	akusi	a k u s i	a - k u - s i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
11618	Wayampi	AGOUTI	akusi	akusi	a k u s i	a - k u - s i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
12022	Zo'e	AGOUTI	kusi	kusi	k u s i	- - k u - s i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
12264	Ka'apor	AGOUTI	akuʃi	akuʃi	a k u ʃ i	a - k u - ʃ i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
12579	Anambe	AGOUTI	kararuhu	kararuhu	k a r a r + u h u	k a r a r + u h u	4249	11878 1650	PACA BIG		
12854	Kamajura	AGOUTI	akutsi	akutsi	a k u ts i	a - k u - ts i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
13131	Asuriní Xingu	AGOUTI	merĩ	merĩ	m e r ĩ	m e r ĩ	900	89	AGOUTI	YES	Borrowing from a member of the Mundurukú family
13395	Ava Canoeiro	AGOUTI	akuti	akuti	a k u t i	a - k u - t i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
13613	Tupinambá	AGOUTI	akuti	akuti	a k u t i	a - k u - t i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
14019	Nheengatu	AGOUTI	akuti	akuti	a k u t i	a - k u - t i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
14878	Guarayo Hoeller	AGOUTI	akutʃi	akutʃi	a k u tʃ i	a - k u - tʃ i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
15185	Siriono	AGOUTI	itajku	itajku	i t ai k u	i t ai k u	23	145	AGOUTI		
15513	Warazu	AGOUTI	akutsɨ	akutsɨ	a k u ts ɨ	a - k u - ts ɨ - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
15758	Chiriguano	AGOUTI	akuti	akuti	a k u t i	a - k u - t i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
16027	Jora	AGOUTI	kuʃi	kuʃi	k u ʃ i	- - k u - ʃ i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
16134	Mbya	AGOUTI	akuʃi	akuʃi	a k u ʃ i	a - k u - ʃ i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
16493	Guaraní	AGOUTI	akuti	akuti	a k u t i	a - k u - t i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
16826	Old Guaraní	AGOUTI	akuti	akuti	a k u t i	a - k u - t i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
17400	Xeta	AGOUTI	tʃeami / kejkaj	tʃeami	tʃ ea m i	tʃ ea m i	24	146	AGOUTI		
17632	Kaiowa	AGOUTI	akutɨ	akutɨ	a k u t ɨ	a - k u - t ɨ - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
18364	Omagua	AGOUTI	akuti	akuti	a k u t i	a - k u - t i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
18646	Kokama	AGOUTI	akuti	akuti	a k u t i	a - k u - t i - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
19330	Asuriní Tocantins	AGOUTI	akosí	akosí	a k o s í	a - k o - s í - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
21461	Uruku	AGOUTI	vakõja	vakõja	v a k + õ j a	v a k + õ j a -	821	86 150	AGOUTI TOOTH		
21613	Cinta-Larga	AGOUTI	wakĩĩ	wakĩĩ	w a k + ĩĩ	w a k + ĩĩ - - -	821	86 150	AGOUTI TOOTH		
21869	Kepkiriwat	AGOUTI	okuɲã / vakaɲẽ	okuɲã	!Ø/p !o/a k !u/ɨ̃ !ɲ/j !ã/e	!Ø/p !o/a k !u/ɨ̃ - !ɲ/j !ã/e - - - - -	21	143	AGOUTI	YES	Carib loan in Proto-Mawé-Awetí-TG
21870	Kepkiriwat	AGOUTI	okuɲã / vakaɲẽ	vakaɲẽ	!v/p a k + !a/ɨ̃ !ɲ/j ẽ	!v/p a k + !a/ɨ̃ - !ɲ/j ẽ	821	86 150	AGOUTI TOOTH		
22200	Kampe	AGOUTI	pakãja	pakãja	p a k + !ã/ɨ̃ j !a/e	p a k + !ã/ɨ̃ j !a/e -	821	86 150	AGOUTI TOOTH		
24478	Amondawa	AGOUTI	akotʃi / akutia	akutia	a k u t ia	a - k u - t ia - - - - -	21	143	AGOUTI		
24479	Karipuna	AGOUTI	akutia	akutia	a k u t ia	a - k u - t ia - - - - -	21	143	AGOUTI		
26093	Xeta	AGOUTI	tʃeami / kejkaj	kejkaj	k ei k ai	k ei k ai	5389	3975	AGOUTI		
28659	Proto-Tupi	AGOUTI	wãkɯ̃jã	wãkɯ̃jã	w ã k + ɯ̃ j ã	w ã k + ɯ̃ j ã -	821	86 150	AGOUTI TOOTH		
28660	Purubora	AGOUTI	βakĩĩ / wakɨ̃ɲã	wakɨ̃ɲã	w a k + ɨ̃ ɲ ã	w a k + ɨ̃ ɲ ã -	821	86 150	AGOUTI TOOTH		
28661	Monde	AGOUTI	βakii	βakii	β a k + iː	β a k + iː - - -	821	86 150	AGOUTI TOOTH		
29107	Kawahiva	AGOUTI	akutxihua	akutxihua	a k u tʃ i h uɐ	a k u tʃ i h uɐ	21	143	AGOUTI		
4	Karo	ALL	tamək / jakatɨɨm	tamək	t a m ə k	t a m ə k -	4191	2558	ALL		
5	Karo	ALL	tamək / jakatɨɨm	jakatɨɨm	j a k a + t ɨː m	j a k a + t - ɨː m	26	206 884	COPULA ASPECT		
369	Purubora	ALL	wuijaba	wuijaba	w ui j a b a	w ui j a b a - - - -	29	204	ALL		
811	Makurap	ALL	βiibmõ / ŋitoɲə̃ʔ	βiibmõ	β iː b m õ	- β iː b m õ - - - - -	25	205	ALL		
812	Makurap	ALL	βiibmõ / ŋitoɲə̃ʔ	ŋitoɲə̃ʔ	ŋ i t o ɲ ə̃ ʔ	ŋ i t o ɲ ə̃ ʔ	36	215	ALL		Also means 'well'
1162	Wayoro	ALL	ndege	ndege	n/d e g e	n/d e - - g e	4190	2557	ALL		
1482	Tupari	ALL	irote	irote	i r o t e	i r o t e	34	213	ALL		
2253	Mekens	ALL	paeseet	paeseet	p ae s eː t	- p ae s eː t - -	4186	2325	ALL		
2711	Gavião	ALL	kɨrɨjãã / βèrép	kɨrɨjãã	k ɨ ɾ ɨ j ãː	k ɨ ɾ ɨ j ãː	31	208	ALL		
2712	Gavião	ALL	kɨrɨjãã / βèrép	βèrép	β è ɾ é p	β è ɾ é p	952	94	ALL		
3120	Monde	ALL	sopoj	sopoj	s o p oi	- - s o p oi - - - -	936	93	ALL		
3393	Arua	ALL	βerep	βerep	β e r e p	β e r e p	952	94	ALL		
3718	Zoro	ALL	sopop	sopop	s o p o p	- - s o p o p - - -	936	93	ALL		
3894	Surui-Paiter	ALL	bagater	bagater	b a g a t e r	- b a g a t e r	4188	2555	ALL		
4691	Xipaya	ALL	kiwi	kiwi	k i w i	k i w i	925	92	ALL		
5023	Juruna	ALL	bitehu	bitehu	b i t e h u	b i t e h u	32	209	ALL		
5355	Mundurukú	ALL	soat	soat	s oa t	- - - s oa t - -	4187	2327	ALL		
5740	Kuruaya	ALL	poam	poam	p oa m	- p oa m - - - - - - -	25	205	ALL		
6039	Mawe	ALL	torania	torania	t o ɾ a n ia	t o ɾ a n ia	33	211	ALL		
6411	Awetí	ALL	momati	momati	m o m a t i	m o m a t i	30	207	ALL		
6708	Parakana	ALL	pam	pam	p a m	- p a m - - - - - - -	25	205	ALL		
7066	Asuriní Tocantins	ALL	pap	pap	p a p	- p a p - - - - - - -	25	205	ALL		
7297	Surui-Aikewara	ALL	pam	pam	p a m	- p a m - - - - - - -	25	205	ALL		
7631	Tapirapé	ALL	pãw	pãw	p ã w	- p ã w - - - - - - -	25	205	ALL		
7902	Tembe	ALL	paw	paw	p a w	- p a w - - - - - - -	25	205	ALL		
8234	Guajajara	ALL	paw	paw	p a w	- p a w - - - - - - -	25	205	ALL		
8570	Apiaka	ALL	pawẽ	pawẽ	p a w ẽ	- p a w ẽ - - - - - -	25	205	ALL		
8819	Parintintin	ALL	paβ	paβ	p a β	- p a β - - - - - - -	25	205	ALL		
9185	Amondawa	ALL	paβ	paβ	p a β	- p a β - - - - - - -	25	205	ALL		
9486	Tenharim	ALL	paβ	paβ	p a β	- p a β - - - - - - -	25	205	ALL		
9951	Urueuwauwau	ALL	paβ	paβ	p a β	- p a β - - - - - - -	25	205	ALL		
10301	Kayabi	ALL	pap	pap	p a p	- p a p - - - - - - -	25	205	ALL		
10534	Araweté	ALL	pa	pa	p a	- p a - - - - - - - -	25	205	ALL		
10902	Guajá	ALL	pa	pa	p a	- p a - - - - - - - -	25	205	ALL		
11155	Amanaye	ALL	pawe	pawe	p a w e	- p a w e - - - - - -	25	205	ALL		
11248	Teko	ALL	pa	pa	p a	- p a - - - - - - - -	25	205	ALL		
11619	Wayampi	ALL	pa / pilu	pa	p a	- p a - - - - - - - -	25	205	ALL		
11620	Wayampi	ALL	pa / pilu	pilu	p i l u	- - - - p i l u - -	3982	2323	ALL		
12023	Zo'e	ALL	kã	kã	k ã	- - - - k ã	27	210	ALL		
12266	Ka'apor	ALL	upa / joho	upa	u p a	u p a - - - - - - - -	25	205	ALL		
12267	Ka'apor	ALL	upa / juhu	juhu	j u h u	j u h u	28	212	ALL		
12855	Kamajura	ALL	pap	pap	p a p	- p a p - - - - - - -	25	205	ALL		
13132	Asuriní Xingu	ALL	pap	pap	p a p	- p a p - - - - - - -	25	205	ALL		
13396	Ava Canoeiro	ALL	upakatu	upakatu	u p a + k a t u	u p a - - - + k a t u	25	205 91	ALL INTENSIFIER		
13614	Tupinambá	ALL	paβ	paβ	p a b	- p a b - - - - - - -	25	205	ALL		
14020	Nheengatu	ALL	pa	pa	p a	- p a - - - - - - - -	25	205	ALL		
14359	Tupí Austral	ALL	opabiɲe	opabiɲe	o p a + b i ɲ e	o p a - - - + b i ɲ e	25	205 334	ALL ?		
14634	Yuki	ALL	χa	χa	χ a	- - - - χ a	27	210	ALL		
14879	Guarayo	ALL	pãvã	pãvã	p ã v ã	- p ã v ã - - - - - -	25	205	ALL		
15186	Siriono	ALL	ha	ha	h a	- h a - - - - - - - -	25	205	ALL		
15514	Warazu	ALL	ma	ma	m a	m a	35	214	ALL		
15759	Chiriguano	ALL	pãwe	pãwe	p ã w e	- p ã w e - - - - - -	25	205	ALL		
16135	Mbya	ALL	pa	pa	p a	- p a - - - - - - - -	25	205	ALL		
16494	Guaraní	ALL	opa	opa	o p a	o p a - - - - - - - -	25	205	ALL		
16827	Old Guaraní	ALL	opa	opa	o p a	o p a - - - - - - - -	25	205	ALL		
17171	Ache	ALL	wɨwɨ	wɨwɨ	w ɨ w ɨ	w ɨ w ɨ	925	92	ALL		
17401	Xeta	ALL	po	po	p o	- p o - - - - - - - -	25	205	ALL		
17633	Kaiowa	ALL	mba	mba	m/b a	- m/b a - - - - - - - -	25	205	ALL		
17849	Tapiete	ALL	ópa	ópa	ó p a	ó p a - - - - - - - -	25	205	ALL		
18181	Ñandeva	ALL	pãβẽ	pãβẽ	p ã β ẽ	- p ã β ẽ - - - - - -	25	205	ALL		
18365	Omagua	ALL	upa	upa	u p a	u p a - - - - - - - -	25	205	ALL		
18647	Kokama	ALL	upi	upi	u p i	u p i - - - - - - - -	25	205	ALL		
19264	Karitiana	ALL	akataɨɨm / motun	akataɨɨm	a k a + t aɨ ɨ m	- a k a + t aɨ ɨ m	26	206 884	COPULA ASPECT		
19265	Karitiana	ALL	akataɨɨm / motun	motun	m o t u n	m o t u n	4189	2556	ALL		
28715	Guarayo Hoeller	ALL	opakatu	opakatu	o p a + k a t u	o p a + k a t u - - -	25	205 7417	ALL GOOD		
29120	Kawahiva	ALL	tɨʔaɾa	tɨʔaɾa	t ɨ ʔ a ɾ a	t ɨ ʔ a ɾ a	4077	2662	ALL		
1873	Akuntsu	ALONE	kɨte	kɨte	k ɨ t ɛ	k - ɨ t ɛ -	37	268	ALONE		
2254	Mekens	ALONE	kɨte	kɨte	k ɨ t e	k - ɨ t e -	37	268	ALONE		
2713	Gavião	ALONE	amójgá	amójgá	a m ói g á	a m ói g á	42	272	ALONE		
4692	Xipaya	ALONE	meme	meme	m e m e	m e m e	40	269	ALONE		
5024	Juruna	ALONE	meme	meme	m e m e	m e m e	40	269	ALONE		
5356	Mundurukú	ALONE	atʃã	atʃã	a tʃ ã	- - a tʃ ã -	3437	1565	ALONE		
6040	Mawe	ALONE	weran	weran	w e ɾ a n	w e ɾ a n	43	274	ALONE		
6412	Awetí	ALONE	mowo	mowo	m o w o	m o w o	38	270	ALONE		
6709	Parakana	ALONE	ʃowe	ʃowe	ʃ o w e	ʃ - o w e -	3442	1570	ALONE		
7632	Tapirapé	ALONE	ãʃepepe	ãʃepepe	ã ʃ e p e p e	ã ʃ e p e p e	45	276	ALONE		
8820	Parintintin	ALONE	tehe	tehe	t e h e	t - e h e -	3438	1566	ALONE		
9487	Tenharim	ALONE	tehe / jate	tehe	t e h e	t - e h e -	3438	1566	ALONE		
9488	Tenharim	ALONE	tehe / jate	jate	j a t e	j - a t e -	3439	1567	ALONE		
9952	Urueuwauwau	ALONE	tehe	tehe	t e h e	t - e h e -	3438	1566	ALONE		
10535	Araweté	ALONE	hejrɨ	hejrɨ	h e j r ɨ	h e j r ɨ	3441	1569	ALONE		
11249	Teko	ALONE	kər / wote	kər	k ə r	k ə r	41	1571	ALONE		
11250	Teko	ALONE	kər / wote	wote	w o t e	w o t e	3435	1563	ALONE		
11621	Wayampi	ALONE	aʔeite	aʔeite	a ʔ e + i t e	a ʔ e + i t e	44	275 1567	ALONE ?		
13615	Tupinambá	ALONE	aɲõ	aɲõ	a ɲ õ	a ɲ õ	39	273	ALONE		
15187	Siriono	ALONE	ae	ae	ae	ae	44	275	ALONE		
16136	Mbya	ALONE	aɲo / aeʔi	aɲo	a ɲ o	a ɲ o	39	273	ALONE		
16137	Mbya	ALONE	aɲo / aeʔi	aeʔi	ae + ʔ i	ae + ʔ i	44	275 271	ALONE ?		
16495	Guaraní	ALONE	aɲo (nte)	aɲo	a ɲ o	a ɲ o	39	273	ALONE		
16828	Old Guaraní	ALONE	ɲo	ɲo	ɲ o	- ɲ o	39	273	ALONE		
18648	Kokama	ALONE	titi	titi	t i t i	t - i t i -	3434	1562	ALONE		
19163	Omagua	ALONE	titi	titi	t i t i	t i t i	3434	1562	ALONE		
19586	Guajá	ALONE	mutuhũ	mutuhũ	m u + t u h ũ	m u + t u h ũ	37	361 268	? ALONE		
19978	Guarayo Hoeller	ALONE	ae	ae	ae	ae	44	275	ALONE		
20180	Ache	ALONE	etakrã	etakrã	e t a k r ã	e t a k r ã	2799	473	ALONE		
